Time,Irradiance,Zenith,Azimuth,Temperature,Wind Speed,Mean MPP
2023-07-07 17:00,0.32,62.74887755119575,272.76311439962785,23.662,7.324,0.1930528958440234
2023-07-30 12:00,0.641,32.75955255850001,177.7659497530958,20.752,12.492,1.2643902955505777
2023-07-11 15:00,0.4319999999999999,44.69789456448506,246.11354616215584,20.495,10.185,0.7276136872188146
2023-07-10 06:00,0.3,73.3635085253469,74.90757856967753,16.714,5.701,0.2462481284430902
2023-07-06 17:00,0.316,62.69632600405146,272.8742757708379,19.108,7.18,0.2112890036423885
2023-07-04 15:00,0.257,44.24519567816277,247.0859960950063,17.724,7.44,0.5127705513037645
2023-07-21 14:00,0.479,38.1112749890963,226.8565926531024,19.894,7.287,0.8383500053836469
2023-07-05 14:00,0.676,36.314227063909655,229.4007991630729,19.627,10.117,0.926139951959124
2023-07-20 16:00,0.323,54.62647719660922,258.8087367592121,21.034,4.152,0.4595941441066973
2023-07-22 16:00,0.114,54.90511040075971,258.47666244913466,17.044,11.584,0.2225150882602683
2023-07-13 05:00,0.159,82.44967014026582,64.0677404151968,14.663,6.82,0.1749509531075726
2023-07-12 11:00,0.849,31.82876481020641,150.89312668602582,20.403,10.648,1.6023337484847826
2023-07-03 10:00,0.801,36.8830059313509,128.44154569368953,18.751,11.446,1.2720112233982266
2023-07-28 17:00,0.2,65.19591358304514,269.75081444098305,20.696,9.708,0.2981894620467983
2023-07-14 08:00,0.295,55.28338120867046,98.2943313937568,17.363,8.142,0.5769047750130739
2023-07-14 06:00,0.089,73.85679342973968,75.18754264559345,15.792,6.258,0.1671887859695369
2023-07-27 09:00,0.288,48.28645795858061,113.91305570014016,19.403,11.187,0.5759177878042797
2023-07-06 13:00,0.817,30.5994267419256,206.30579658132888,20.405,7.602,1.3183657087406642
2023-07-14 07:00,0.133,64.63190282669385,86.34596442903086,16.307,6.69,0.2649108736421189
2023-07-19 18:00,0.073,73.12117439456699,282.4516207527567,19.299,6.871,0.1152011538219873
2023-07-15 07:00,0.402,64.7626258199859,86.4392592109744,17.921,12.986,0.3578456405105991
2023-07-13 08:00,0.5840000000000001,55.15554872466143,98.19909818943938,18.552,7.482,0.3920516183160905
2023-07-31 15:00,0.366,47.651903707531936,242.6628744527221,19.283,10.277,0.6477585040524244
2023-07-06 15:00,0.631,44.34421346598138,246.82804292009865,20.172,7.575,0.5360737093136982
2023-07-11 08:00,0.523,54.91055810054064,98.02769659866522,19.93,10.251,0.5744309725311038
2023-07-06 14:00,0.75,36.37817595410539,229.25954478920207,20.387,7.613,0.9428501814119008
2023-07-07 16:00,0.479,53.39873294783675,260.71044636249366,24.548,7.094,0.2627409473739944
2023-07-23 18:00,0.108,73.68101147183043,281.8865829559749,19.177,9.11,0.1705645696976303
2023-07-09 15:00,0.381,44.53807477193397,246.41049426786503,20.521,6.61,0.6916221662269705
2023-07-28 15:00,0.481,47.05428744217938,243.20792390606607,22.004,9.271,0.5779823834843861
2023-07-04 13:00,0.495,30.443432713742013,206.5665434581209,18.259,8.92,0.9831878574658732
2023-07-25 17:00,0.201,64.68769967298682,270.2393644172554,18.783,6.94,0.2978683142823259
2023-07-03 15:00,0.449,44.20485859729038,247.20841994045912,19.097,13.926,0.6944097729500193
2023-07-21 06:00,0.297,74.85311658569992,75.88885560900076,14.412,6.202,0.1966855637788398
2023-07-03 14:00,0.4489999999999999,36.20561427569773,229.67249177750972,19.078,13.86,0.8217889801254723
2023-07-25 14:00,0.644,38.81617165135052,226.1814783595453,19.76,6.732,0.882523500142526
2023-07-12 19:00,0.029,81.19469052561145,294.3658674967414,17.51,9.702,0.0503151976719824
2023-07-05 15:00,0.593,44.29172317588596,246.95915756677925,19.633,10.096,0.5885047149699234
2023-07-13 18:00,0.125,72.45787284719259,283.2337919554934,18.582,8.348,0.1764571639871404
2023-07-22 11:00,0.622,33.496180730794535,151.55734994405077,19.371,12.109,1.248428243812461
2023-07-20 06:00,0.286,74.70155914317132,75.77224521133093,16.144,3.346,0.2306470735092272
2023-07-25 07:00,0.322,66.23876715452317,87.69064774055556,14.959,4.326,0.4249883865671509
2023-07-05 08:00,0.587,54.26601096081792,97.6671878945798,16.421,9.472,0.3976891326190129
2023-07-12 14:00,0.616,36.89715552859133,228.34842049166187,20.632,10.882,0.903902828705712
2023-07-25 10:00,0.673,39.9870062818004,130.44586236856492,17.832,5.304,1.1434521373400983
2023-07-13 06:00,0.298,73.72795541709732,75.1093188229654,16.02,6.983,0.2445282405190668
2023-07-24 09:00,0.5249999999999999,47.76617956429922,113.38279203485769,18.39,6.313,0.8494449281941925
2023-07-03 19:00,0.034,80.60103250059069,295.2511720649719,16.22,11.062,0.0549045705691046
2023-07-28 12:00,0.717,32.28691938284155,177.71480274287603,22.293,7.414,1.40401932586624
2023-07-14 05:00,0.06,82.58144087075583,64.13558440217628,15.245,6.38,0.1102609676480559
2023-07-15 19:00,0.031,81.49889490497075,294.02265377845885,16.961,15.473,0.0510053707343435
2023-07-08 06:00,0.252,73.14001683387977,74.80046298122016,18.845,5.296,0.3616959624082617
2023-07-12 06:00,0.328,73.60264640957702,75.03658737815437,15.749,7.767,0.1851404781255847
2023-07-08 16:00,0.161,53.45738071959841,260.5842190306678,22.83,3.741,0.3247525866270537
2023-07-21 12:00,0.7530000000000001,30.797710681812944,177.68319222886248,20.219,6.862,1.4656512001798057
2023-07-27 16:00,0.2009999999999999,55.70710906745556,257.61771725641137,20.907,10.43,0.3913848326521632
2023-07-02 07:00,0.495,63.35322388996662,85.68588652722349,16.83,7.131,0.2232789417006898
2023-07-07 13:00,0.838,30.687660624387007,206.1741009458977,24.775,6.895,1.3645216572704777
2023-07-08 05:00,0.116,81.85235276327589,63.8054268714252,17.699,6.414,0.18116506060119
2023-07-18 17:00,0.221,63.70664070686326,271.31943251713466,20.503,4.643,0.3455457623916539
2023-07-17 07:00,0.431,65.033521464919,86.64341337225096,16.96,8.567,0.3045568245189133
2023-07-21 11:00,0.8220000000000001,33.30714796307742,151.46200502242715,19.963,6.443,1.584407993978203
2023-07-02 10:00,0.799,36.79519519391888,128.43337543048244,19.084,8.678,1.2667481178570106
2023-07-17 08:00,0.5609999999999999,55.68782875123666,98.61788557560487,17.901,8.877,0.389761973617123
2023-07-30 17:00,0.103,65.56273493471461,269.4186630167094,18.507,11.91,0.1820959469982448
2023-07-24 15:00,0.399,46.33997204638864,243.92921685927365,18.545,7.182,0.6683327632150061
2023-07-29 14:00,0.607,39.61929707807763,225.5156841900934,21.633,11.087,0.8209543504464785
2023-07-02 05:00,0.185,81.27292796601233,63.65736816244282,13.463,6.509,0.1216653748224865
2023-07-21 18:00,0.08,73.38917932662616,282.1728997414712,18.119,6.186,0.1232930788540725
2023-07-15 06:00,0.287,73.98945328617364,75.27126272091454,17.029,11.674,0.2438983052391818
2023-07-21 13:00,0.621,32.61662909690448,204.36632474262865,20.151,7.17,1.1179971354804417
2023-07-22 08:00,0.4639999999999999,56.42620047809186,99.28127672366998,17.337,9.039,0.6313005483529003
2023-07-28 07:00,0.365,66.73634458717851,88.17563594794109,18.36,5.827,0.3722505339063183
2023-07-28 13:00,0.666,34.04579964719261,203.5936331368273,22.396,8.006,1.1455177314666851
2023-07-04 12:00,0.584,28.3791510964458,178.5323109113915,18.367,9.146,1.1825628771171453
2023-07-14 18:00,0.03,72.55363046317545,283.10968931767883,18.5,9.992,0.0538593102017819
2023-07-25 12:00,0.671,31.61634127518886,177.67266241630136,18.859,6.11,1.3245920889267488
2023-07-25 09:00,0.605,47.93641499643929,113.55350969346388,17.085,4.808,0.8030020784138796
